2010 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [15508 30/09/2010 14:57:47      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"ACT","102","Fraser","8825","Latham","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","68","17.750"
"ACT","102","Fraser","8826","Lyneham","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1397","69.680"
"ACT","102","Fraser","8826","Lyneham","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","608","30.320"
"ACT","102","Fraser","8826","Lyneham","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","35","68.630"
"ACT","102","Fraser","8826","Lyneham","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","16","31.370"
"ACT","102","Fraser","8826","Lyneham","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","883","92.080"
"ACT","102","Fraser","8826","Lyneham","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","76","7.920"
"ACT","102","Fraser","8827","Macgregor","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","632","37.200"
"ACT","102","Fraser","8827","Macgregor","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1067","62.800"
"ACT","102","Fraser","8827","Macgregor","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","16","45.710"
"ACT","102","Fraser","8827","Macgregor","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","19","54.290"
"ACT","102","Fraser","8827","Macgregor","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","44","12.050"
"ACT","102","Fraser","8827","Macgregor","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","321","87.950"
"ACT","102","Fraser","8828","Macquarie","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","476","34.920"
"ACT","102","Fraser","8828","Macquarie","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","887","65.080"
"ACT","102","Fraser","8828","Macquarie","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","21","52.500"
"ACT","102","Fraser","8828","Macquarie","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","19","47.500"
"ACT","102","Fraser","8828","Macquarie","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","52","11.090"
"ACT","102","Fraser","8828","Macquarie","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","417","88.910"
"ACT","102","Fraser","8830","Melba","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","615","38.780"
"ACT","102","Fraser","8830","Melba","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","971","61.220"
"ACT","102","Fraser","8830","Melba","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","23","60.530"
"ACT","102","Fraser","8830","Melba","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","15","39.470"
"ACT","102","Fraser","8830","Melba","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","283","85.240"
"ACT","102","Fraser","8830","Melba","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","49","14.760"
"ACT","102","Fraser","8832","Page","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1039","60.650"
"ACT","102","Fraser","8832","Page","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","674","39.350"
"ACT","102","Fraser","8832","Page","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","13","28.260"
"ACT","102","Fraser","8832","Page","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","33","71.740"
"ACT","102","Fraser","8832","Page","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","49","14.710"
"ACT","102","Fraser","8832","Page","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","284","85.290"
"ACT","102","Fraser","8833","Reid","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","289","56.010"
"ACT","102","Fraser","8833","Reid","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","227","43.990"
"ACT","102","Fraser","8833","Reid","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","9","34.620"
"ACT","102","Fraser","8833","Reid","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","17","65.380"
"ACT","102","Fraser","8833","Reid","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","34","20.120"
"ACT","102","Fraser","8833","Reid","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","135","79.880"
"ACT","102","Fraser","8834","Scullin","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","448","34.200"
"ACT","102","Fraser","8834","Scullin","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","862","65.800"
"ACT","102","Fraser","8834","Scullin","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","17","51.520"
"ACT","102","Fraser","8834","Scullin","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","16","48.480"
"ACT","102","Fraser","8834","Scullin","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","49","14.800"
"ACT","102","Fraser","8834","Scullin","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","282","85.200"
"ACT","102","Fraser","8836","Turner","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","427","30.200"
"ACT","102","Fraser","8836","Turner","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","987","69.800"
"ACT","102","Fraser","8836","Turner","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","14","26.420"
"ACT","102","Fraser","8836","Turner","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","39","73.580"
"ACT","102","Fraser","8836","Turner","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","61","8.960"
"ACT","102","Fraser","8836","Turner","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","620","91.040"
"ACT","102","Fraser","8837","Watson","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1375","65.850"
"ACT","102","Fraser","8837","Watson","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","713","34.150"
"ACT","102","Fraser","8837","Watson","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","18","36.730"
"ACT","102","Fraser","8837","Watson","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","31","63.270"
"ACT","102","Fraser","8837","Watson","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","69","8.150"
"ACT","102","Fraser","8837","Watson","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","778","91.850"
"ACT","102","Fraser","8838","Weetangera","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1089","58.990"
"ACT","102","Fraser","8838","Weetangera","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","757","41.010"
"ACT","102","Fraser","8838","Weetangera","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","21","45.650"
"ACT","102","Fraser","8838","Weetangera","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","25","54.350"
"ACT","102","Fraser","8838","Weetangera","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","44","11.460"
"ACT","102","Fraser","8838","Weetangera","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","340","88.540"
"ACT","102","Fraser","8839","Wreck Bay","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","48","88.890"
"ACT","102","Fraser","8839","Wreck Bay","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","6","11.110"
"ACT","102","Fraser","8839","Wreck Bay","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","2","100.000"
"ACT","102","Fraser","8839","Wreck Bay","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","0","0.000"
"ACT","102","Fraser","8839","Wreck Bay","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1","8.330"
"ACT","102","Fraser","8839","Wreck Bay","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","11","91.670"
"ACT","102","Fraser","12073","Bruce","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","429","57.890"
"ACT","102","Fraser","12073","Bruce","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","312","42.110"
"ACT","102","Fraser","12073","Bruce","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","7","46.670"
"ACT","102","Fraser","12073","Bruce","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","8","53.330"
"ACT","102","Fraser","12073","Bruce","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","29","21.010"
"ACT","102","Fraser","12073","Bruce","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","109","78.990"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1040","60.250"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","686","39.750"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","24","58.540"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","17","41.460"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","619","88.680"
"ACT","102","Fraser","30093","Divisional Office (PREPOLL)","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","79","11.320"
"ACT","102","Fraser","31626","Palmerston","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1268","61.230"
"ACT","102","Fraser","31626","Palmerston","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","803","38.770"
"ACT","102","Fraser","31626","Palmerston","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","14","36.840"
"ACT","102","Fraser","31626","Palmerston","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","24","63.160"
"ACT","102","Fraser","31626","Palmerston","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","62","17.130"
"ACT","102","Fraser","31626","Palmerston","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","300","82.870"
"ACT","102","Fraser","32081","Nicholls","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1347","49.490"
"ACT","102","Fraser","32081","Nicholls","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1375","50.510"
"ACT","102","Fraser","32081","Nicholls","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","15","31.910"
"ACT","102","Fraser","32081","Nicholls","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","32","68.090"
"ACT","102","Fraser","32081","Nicholls","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","84","24.070"
"ACT","102","Fraser","32081","Nicholls","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","265","75.930"
"ACT","102","Fraser","32463","Ngunnawal","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","710","40.640"
"ACT","102","Fraser","32463","Ngunnawal","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1037","59.360"
"ACT","102","Fraser","32463","Ngunnawal","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","16","41.030"
"ACT","102","Fraser","32463","Ngunnawal","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","23","58.970"
"ACT","102","Fraser","32463","Ngunnawal","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","80","19.900"
"ACT","102","Fraser","32463","Ngunnawal","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","322","80.100"
"ACT","102","Fraser","32464","Belconnen PPVC","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","3320","56.170"
"ACT","102","Fraser","32464","Belconnen PPVC","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","2591","43.830"
"ACT","102","Fraser","32464","Belconnen PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","75","52.820"
"ACT","102","Fraser","32464","Belconnen PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","67","47.180"
"ACT","102","Fraser","32464","Belconnen PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","172","13.640"
"ACT","102","Fraser","32464","Belconnen PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1089","86.360"
"ACT","102","Fraser","32465","City FRASER PPVC","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1924","60.520"
"ACT","102","Fraser","32465","City FRASER PPVC","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1255","39.480"
"ACT","102","Fraser","32465","City FRASER PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","26","32.100"
"ACT","102","Fraser","32465","City FRASER PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","55","67.900"
"ACT","102","Fraser","32465","City FRASER PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","124","11.740"
"ACT","102","Fraser","32465","City FRASER PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","932","88.260"
"ACT","102","Fraser","32467","Special Hospital Team 1","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","65","44.830"
"ACT","102","Fraser","32467","Special Hospital Team 1","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","80","55.170"
"ACT","102","Fraser","32467","Special Hospital Team 1","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","3","100.000"
"ACT","102","Fraser","32467","Special Hospital Team 1","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","0","0.000"
"ACT","102","Fraser","32467","Special Hospital Team 1","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","5","33.330"
"ACT","102","Fraser","32467","Special Hospital Team 1","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","10","66.670"
"ACT","102","Fraser","32468","Special Hospital Team 2","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","49","53.850"
"ACT","102","Fraser","32468","Special Hospital Team 2","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","42","46.150"
"ACT","102","Fraser","32468","Special Hospital Team 2","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1","33.330"
"ACT","102","Fraser","32468","Special Hospital Team 2","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","2","66.670"
"ACT","102","Fraser","32468","Special Hospital Team 2","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","3","42.860"
"ACT","102","Fraser","32468","Special Hospital Team 2","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","4","57.140"
"ACT","102","Fraser","34238","Fraser Central","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1075","41.910"
"ACT","102","Fraser","34238","Fraser Central","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1490","58.090"
"ACT","102","Fraser","34238","Fraser Central","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","18","38.300"
"ACT","102","Fraser","34238","Fraser Central","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","29","61.700"
"ACT","102","Fraser","34238","Fraser Central","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","67","14.020"
"ACT","102","Fraser","34238","Fraser Central","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","411","85.980"
"ACT","102","Fraser","34239","Ngunnawal South","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","474","59.250"
"ACT","102","Fraser","34239","Ngunnawal South","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","326","40.750"
"ACT","102","Fraser","34239","Ngunnawal South","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","12","60.000"
"ACT","102","Fraser","34239","Ngunnawal South","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","8","40.000"
"ACT","102","Fraser","34239","Ngunnawal South","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","149","85.630"
"ACT","102","Fraser","34239","Ngunnawal South","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","25","14.370"
"ACT","102","Fraser","34240","Gungahlin","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1125","50.250"
"ACT","102","Fraser","34240","Gungahlin","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1114","49.750"
"ACT","102","Fraser","34240","Gungahlin","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","29","59.180"
"ACT","102","Fraser","34240","Gungahlin","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","20","40.820"
"ACT","102","Fraser","34240","Gungahlin","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","76","17.970"
"ACT","102","Fraser","34240","Gungahlin","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","347","82.030"
"ACT","102","Fraser","38197","Amaroo","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1369","52.230"
"ACT","102","Fraser","38197","Amaroo","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1252","47.770"
"ACT","102","Fraser","38197","Amaroo","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","22","53.660"
"ACT","102","Fraser","38197","Amaroo","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","19","46.340"
"ACT","102","Fraser","38197","Amaroo","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","69","18.400"
"ACT","102","Fraser","38197","Amaroo","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","306","81.600"
"ACT","102","Fraser","38198","O'Connor","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","248","38.570"
"ACT","102","Fraser","38198","O'Connor","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","395","61.430"
"ACT","102","Fraser","38198","O'Connor","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","9","47.370"
