2010 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [15508 30/09/2010 14:57:47      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"ACT","101","Canberra","11877","Bonython","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","236","74.920"
"ACT","101","Canberra","11878","Theodore","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","640","44.140"
"ACT","101","Canberra","11878","Theodore","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","810","55.860"
"ACT","101","Canberra","11878","Theodore","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","81","25.710"
"ACT","101","Canberra","11878","Theodore","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","234","74.290"
"ACT","101","Canberra","12072","Gordon","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","1507","44.560"
"ACT","101","Canberra","12072","Gordon","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","1875","55.440"
"ACT","101","Canberra","12072","Gordon","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","132","21.780"
"ACT","101","Canberra","12072","Gordon","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","474","78.220"
"ACT","101","Canberra","30092","Divisional Office (PREPOLL)","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","644","51.560"
"ACT","101","Canberra","30092","Divisional Office (PREPOLL)","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","605","48.440"
"ACT","101","Canberra","30092","Divisional Office (PREPOLL)","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","68","17.750"
"ACT","101","Canberra","30092","Divisional Office (PREPOLL)","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","315","82.250"
"ACT","101","Canberra","31298","Conder","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","1636","55.210"
"ACT","101","Canberra","31298","Conder","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","1327","44.790"
"ACT","101","Canberra","31298","Conder","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","389","74.520"
"ACT","101","Canberra","31298","Conder","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","133","25.480"
"ACT","101","Canberra","32704","Tuggeranong PPVC","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","2938","46.960"
"ACT","101","Canberra","32704","Tuggeranong PPVC","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","3319","53.040"
"ACT","101","Canberra","32704","Tuggeranong PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","268","22.730"
"ACT","101","Canberra","32704","Tuggeranong PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","911","77.270"
"ACT","101","Canberra","32705","Woden PPVC","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","2573","48.560"
"ACT","101","Canberra","32705","Woden PPVC","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","2726","51.440"
"ACT","101","Canberra","32705","Woden PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","218","17.900"
"ACT","101","Canberra","32705","Woden PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","1000","82.100"
"ACT","101","Canberra","32706","Norfolk Island PPVC","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","0","0.000"
"ACT","101","Canberra","32706","Norfolk Island PPVC","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","0","0.000"
"ACT","101","Canberra","32706","Norfolk Island PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","0","0.000"
"ACT","101","Canberra","32706","Norfolk Island PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","0","0.000"
"ACT","101","Canberra","32712","Special Hospital Team 1","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","59","50.430"
"ACT","101","Canberra","32712","Special Hospital Team 1","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","58","49.570"
"ACT","101","Canberra","32712","Special Hospital Team 1","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","5","45.450"
"ACT","101","Canberra","32712","Special Hospital Team 1","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","6","54.550"
"ACT","101","Canberra","46425","Stirling","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","373","47.940"
"ACT","101","Canberra","46425","Stirling","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","405","52.060"
"ACT","101","Canberra","46425","Stirling","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","24","14.370"
"ACT","101","Canberra","46425","Stirling","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","143","85.630"
"ACT","101","Canberra","58708","City CANBERRA PPVC","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","637","42.470"
"ACT","101","Canberra","58708","City CANBERRA PPVC","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","863","57.530"
"ACT","101","Canberra","58708","City CANBERRA PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","79","17.170"
"ACT","101","Canberra","58708","City CANBERRA PPVC","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","381","82.830"
"ACT","101","Canberra","58809","Prison Mobile Team 1","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","3","50.000"
"ACT","101","Canberra","58809","Prison Mobile Team 1","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","3","50.000"
"ACT","101","Canberra","58809","Prison Mobile Team 1","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","1","25.000"
"ACT","101","Canberra","58809","Prison Mobile Team 1","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","3","75.000"
"ACT","101","Canberra","58810","Special Hospital Team 2","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","79","63.200"
"ACT","101","Canberra","58810","Special Hospital Team 2","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","46","36.800"
"ACT","101","Canberra","58810","Special Hospital Team 2","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","8","50.000"
"ACT","101","Canberra","58810","Special Hospital Team 2","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","8","50.000"
"ACT","101","Canberra","58811","Special Hospital Team 3","0","","","First Preferences","","0","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","47","51.090"
"ACT","101","Canberra","58811","Special Hospital Team 3","0","","","First Preferences","","0","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","45","48.910"
"ACT","101","Canberra","58811","Special Hospital Team 3","20864","GRN","Australian Greens","ELLERMAN","Sue","2","20863","LP","Liberal Party of Australia - ACT Division","JONES","Giulia","1","6","66.670"
"ACT","101","Canberra","58811","Special Hospital Team 3","20864","GRN","Australian Greens","ELLERMAN","Sue","2","21228","ALP","Australian Labor Party (ACT Branch)","BRODTMANN","Gai","3","3","33.330"
